id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32016840,4×4 camper truck for off road adventures -ISTANBUL,44678293,Jale,,Kadikoy,40.98314,29.02169,Entire home/apt,1837,6,2,2019-10-01,0.07,6,363,0,
32018771,Fenerbahçe ORDU EVİ CADDESİ üzerinde Mobilyalı,108099516,Muhsin,,Kadikoy,40.97599,29.04706,Entire home/apt,2500,1,0,,,1,179,0,
32024659,The Close Flat to Every Where İn Kadıköy,16251923,İbrahim,,Kadikoy,40.9928,29.02838,Private room,113,1,11,2020-08-30,0.33,3,305,3,
32029275,Large Lux Cosy New Central Studio Flat inNisantasi,77575034,Melis,,Sisli,41.0515,28.99293,Entire home/apt,501,3,12,2021-07-16,0.38,7,213,1,
32032230,SEAMOON DOUBLE ODA,28541953,Alper,,Sisli,41.05749,28.98564,Hotel room,380,1,22,2019-08-09,0.76,18,302,1,
32038855,Fener Sweet Suit Room,240208627,Murat,,Fatih,41.02889,28.94791,Private room,323,2,5,2020-01-20,0.20,6,365,1,
32039712,başakşehir,80196077,Cafer,,Basaksehir,41.07223,28.77626,Private room,223,1,0,,,1,180,0,
32040284,large comfy apartment with a  city view in beyoğlu,52115311,Sibel,,Beyoglu,41.03637,28.97657,Entire home/apt,333,5,27,2021-10-09,0.86,2,35,6,
32041219,"Stylish , Central and Luxurious District",36534433,Koray,,Sisli,41.05682,28.98619,Entire home/apt,295,1,34,2019-07-09,1.03,21,359,6,
32042394,Central and Comfortable,36534433,Koray,,Sisli,41.05682,28.98619,Entire home/apt,130,1,37,2021-06-08,1.30,21,333,8,
32042560,Çam koza court sitesi,202699052,Lara,,Pendik,40.92712,29.28809,Private room,200,30,0,,,1,365,0,
32052457,Huzurlu bir yer arıyorsanız...,240324483,Gökay,,Tuzla,40.8593,29.34405,Shared room,260,29,1,2019-05-11,0.03,2,258,0,
32054635,Triplex 4 bedroom; 1 living room  Detached house .,3815061,Bahri&Nihal,,Uskudar,41.02492,29.00951,Entire home/apt,660,3,32,2021-10-09,1.08,3,312,15,
32057063,Modern sea view studio with kitchen,195357211,Halil,,Fatih,41.00459,28.9666,Private room,434,1,1,2019-12-19,0.04,3,363,0,
32059914,Sperior room at the best locatıon (old city),23018207,Ramazan,,Fatih,41.00479,28.9812,Hotel room,1591,1,1,2021-10-09,1,11,365,1,
32064004,Coeur d'istanbul,213264510,Ayoub,,Sisli,41.05282,28.98416,Entire home/apt,1336,1,0,,,1,365,0,
32076867,Very located and luxury side cute room with balcon,240555366,Bsk,,Kadikoy,40.98256,29.04748,Private room,100,3,0,,,1,365,0,
32081693,Bomonti Private Room,240600003,Bomonti,,Sisli,41.06276,28.98545,Private room,288,1,0,,,1,365,0,
32082300,"Başakşehir, Kayaşehir",240604473,Fatih,,Basaksehir,41.09077,28.74737,Private room,123,1,0,,,1,151,0,
32087219,Lovely Flat at City Center,89999843,Buz,,Besiktas,41.04515,29.00109,Private room,223,1,1,2019-02-19,0.03,1,365,0,
32095377,Altunizade/İstanbul/city center/close to transit,240740924,Pınar,,Uskudar,41.01691,29.04007,Entire home/apt,600,5,0,,,1,358,0,
32095738,Cosy Flat,11028968,Aysu Ceren,,Kucukcekmece,40.99654,28.79024,Entire home/apt,445,1,2,2019-07-26,0.07,1,348,0,
32101231,Kardeşler Apart ( Panaromik Haliç Manzaralı ),240801044,Ergin,,Kagithane,41.06116,28.95137,Shared room,575,3,0,,,1,90,0,
32103543,Historical Apartment in the Heart of Galata.,20259494,Cengiz,,Beyoglu,41.02724,28.97441,Entire home/apt,716,2,31,2019-10-11,1.02,1,0,0,
32107306,Kadıköy’ün merkezinde teraslı özel oda,198570278,Esra,,Kadikoy,40.98443,29.02865,Private room,230,1,19,2019-04-09,0.59,1,333,1,
32108652,3 BDR DELUXE APARTMENT IN TAKSIM,1902404,Property Management,,Sisli,41.04295,28.98308,Entire home/apt,1878,1,6,2019-04-14,0.19,21,365,0,
32109114,3 BDR DELUXE DUBLEX IN TAKSIM,1902404,Property Management,,Sisli,41.04177,28.98262,Entire home/apt,1872,1,12,2020-12-27,0.55,21,365,4,
32116491,Istanbul Villa Pearl 4 Room 10 Person Hagia Sophia,36741980,Barış,,Fatih,41.00299,28.96907,Private room,931,1,0,,,5,365,0,
32117735,Istanbul Bahcesehir Maximoon Homes 2+1 Lux and New,109089646,Emrah,,Esenyurt,41.06777,28.66344,Entire home/apt,357,2,99,2021-10-15,3.47,1,357,27,
32118029,Sahıbınden çok temız  metrobüse 5 dakıka  Daıre,240964855,Oktay,,Esenyurt,41.02032,28.64688,Private room,120,1,0,,,1,350,0,
32118632,Central & comforte,239941020,Muhaned,,Fatih,41.02156,28.94167,Shared room,150,1,0,,,1,179,0,
32120582,Family Suit - Sparkle Hotel,221398961,Sparkle,,Sisli,41.05994,28.98407,Hotel room,2227,1,0,,,8,334,0,
32122818,Junior Suit - Sparkle Hotel,221398961,Sparkle,,Sisli,41.0596,28.98601,Hotel room,1670,1,0,,,8,364,0,
32122858,Teras Suit - Sparkle Hotel,221398961,Sparkle,,Sisli,41.05969,28.98396,Hotel room,1670,1,0,,,8,334,0,
32123115,Mutfakli Studyo - Sparkle Hotel,221398961,Sparkle,,Sisli,41.05938,28.98434,Hotel room,1336,1,0,,,8,364,0,
32123697,4 Kisilik Ekonomik Oda - Sparkle Hotel,221398961,Sparkle,,Sisli,41.05818,28.98446,Hotel room,732,1,0,,,8,334,0,
32123700,Standart Oda - Sparkle Hotel,221398961,Sparkle,,Sisli,41.05881,28.9854,Hotel room,867,1,0,,,8,335,0,
32123723,Superior Oda - Sparkle Hotel,221398961,Sparkle,,Sisli,41.06019,28.98555,Hotel room,939,1,0,,,8,335,0,
32123754,Ekonomik Oda - Sparkle Hotel,221398961,Sparkle,,Sisli,41.06014,28.98375,Hotel room,700,1,0,,,8,319,0,
32125043,GUNES HOTEL MERTER STANDARD DOUBLE ROOM,45788344,Dorothy,,Gungoren,41.00812,28.89232,Hotel room,524,1,0,,,18,364,0,
32150028,Vintage cozy flat in the heart of Istanbul,13770732,Cansu,,Beyoglu,41.03274,28.98715,Entire home/apt,745,3,28,2021-08-27,0.96,1,174,3,
32151254,Lovely and Peaceful Apt w/ Balcony near Taksim Sq,78306877,Asu,,Beyoglu,41.03387,28.99033,Entire home/apt,660,5,75,2021-10-01,2.33,1,330,17,
32151850,Studio. Perfect Location. Near Hagia Sophia,241190433,Emre,,Fatih,41.00704,28.97153,Private room,479,2,5,2020-11-27,0.15,4,365,2,
32156380,Family Suites - GLK PREMIER Sea Mansion Suites Spa,241018755,Hasan,,Fatih,41.00322,28.97486,Hotel room,6944,1,0,,,1,360,0,
32157601,Galata Studio Terrace II,240560026,Rıdvan,,Beyoglu,41.02636,28.97472,Entire home/apt,600,1,1,2019-02-17,0.03,1,181,0,
32159346,Bright flat with Golden horn view Terrace in Balat,44854507,Dilem,,Fatih,41.03392,28.94574,Entire home/apt,137,2,49,2021-08-15,1.60,2,87,6,
32162506,Luxury One-bedroom Apartment 04 in Taksim,237984645,Leylak Suite,,Sisli,41.04263,28.983,Entire home/apt,889,1,4,2019-04-30,0.12,15,55,0,
32165425,Superior Studio Flat 3 rd Floor,3257050,Tolga,,Beyoglu,41.03762,28.98254,Entire home/apt,267,3,97,2021-06-15,3.01,6,128,36,
32173291,Triple Room,241390653,Eyup,,Fatih,41.00815,28.96177,Private room,780,1,1,2019-03-26,0.03,5,365,0,
32174060,Family House with 3 bedroom in great location,85127901,Fulya,,Maltepe,40.95125,29.10454,Entire home/apt,575,5,29,2021-09-30,1.07,2,339,13,
32174226,Family Room,241390653,Eyup,,Fatih,41.00748,28.96306,Private room,668,1,1,2019-08-20,0.04,5,360,0,
32174629,Enjoy TAKSIM and SULTANAHMET !.. (2),1605466,Kerem,,Beyoglu,41.04058,28.98152,Entire home/apt,506,1,51,2021-08-05,1.58,12,334,29,
32175418,G plus Divan Güneşli,241409940,Ogul,,Bagcilar,41.02463,28.81722,Entire home/apt,150,180,0,,,1,244,0,
32176524,Cozy Flat Studio at Center,226487677,Engin,,Beyoglu,41.03862,28.98271,Entire home/apt,333,2,53,2021-05-26,1.60,15,333,4,
32176682,İstanbul Bakirköy airport luxory rezidans home👍👍,219914820,Mert,,Bahcelievler,40.99279,28.83382,Entire home/apt,350,5,4,2020-02-13,0.12,1,364,0,
32177701,Üsküdar ve Kadıköy ün en sakin huzur dolu sokağı,241429632,İlker,,Uskudar,41.01329,29.04003,Private room,225,3,0,,,1,362,0,
32179794,COSY STUDIO; PRIME LOCATION; SAFE AND QUITE STREET,75344364,Murat,,Beyoglu,41.02612,28.97535,Entire home/apt,502,2,123,2021-10-16,3.80,6,347,41,
32186550,Nice Studio Apartments @Karaköy,6047256,Flats Company,,Beyoglu,41.02434,28.97056,Entire home/apt,325,1,398,2021-09-12,12.35,5,350,326,
32187992,Amazing bosphorus and historical peninsula view!,12621583,Turgay,,Kadikoy,40.99644,29.02638,Entire home/apt,1000,2,11,2021-09-13,0.43,1,268,3,
32201264,Balkonlu Süit,241390653,Eyup,,Fatih,41.00824,28.96264,Private room,780,1,0,,,5,365,0,
32201509,tek kişilik ekonomik oda ( panceresiz),241390653,Eyup,,Fatih,41.00688,28.96141,Private room,445,1,0,,,5,365,0,
32201913,üç kişilik ekonomik oda ( penceresiz),241390653,Eyup,,Fatih,41.00882,28.96307,Private room,668,1,0,,,5,362,0,
32202642,CONTEMPORARY LOFT IN KARAKOY WITH VIEW,11229126,Zehra,,Beyoglu,41.02261,28.97289,Entire home/apt,800,2,74,2021-09-04,2.29,6,262,31,
32210125,good friends / minimalist studio,20138701,Taygun,,Beyoglu,41.03101,28.98712,Entire home/apt,214,5,49,2020-03-20,1.55,6,38,8,
32211839,1 bedroom aparment in the center of Fındıkzade,211743783,Orhan,,Fatih,41.01268,28.93836,Entire home/apt,568,4,0,,,3,364,0,
32213430,Deluxe apartment,65353350,Alper,,Beyoglu,41.03504,28.97227,Entire home/apt,255,2,84,2020-08-13,2.62,4,307,12,
32226631,New apartment in the heart of Istanbul Sisli,241814373,Tansel,,Sisli,41.06095,28.99738,Entire home/apt,477,30,0,,,1,0,0,
32230827,Moda Rivas Entire room with a beautiful sea view,241849059,Topkon Turistik Hizmetler,,Kadikoy,40.98286,29.0328,Private room,1288,1,1,2021-10-15,1,3,351,1,
32233460,Close room Sabiha Gokcen saw,3991481,Emrah,,Pendik,40.93614,29.29818,Private room,200,1,2,2019-12-28,0.06,3,365,0,
32237865,Luxury One-bedroom Apartment 05 in Taksim,237984645,Leylak Suite,,Sisli,41.04268,28.98306,Entire home/apt,1040,1,1,2019-08-07,0.04,15,88,0,
32238241,"Aydınlık, manzaralı ve merkezi",241914245,Derya,,Beyoglu,41.03658,28.97242,Private room,278,3,0,,,2,180,0,
32239700,"Уютная квартира,где все для Вас, пока мы в отъезде",167008069,Tayfun,,Sancaktepe,40.9948,29.23451,Entire home/apt,239,2,6,2019-03-04,0.21,1,0,0,
32241518,İstanbuldaki Eviniz,148985203,Enes,,Zeytinburnu,40.98748,28.90219,Entire home/apt,958,1,0,,,1,365,0,
32246490,"Cityloft 161, Penthouse/ Ataşehir",110769021,Cityloft,,Atasehir,40.97568,29.14849,Hotel room,335,1,5,2020-10-07,0.16,29,0,3,
32246752,"Cityloft 81, Standard Room/ Ataşehir",110769021,Cityloft,,Atasehir,40.97857,29.14075,Hotel room,267,1,10,2021-07-03,0.33,29,357,8,
32247060,"Cityloft 24, Studio Suite/ Ataşehir",110769021,Cityloft,,Atasehir,40.98051,29.10899,Hotel room,250,1,36,2020-12-29,1.13,29,336,16,
32247764,★ Studio.Perfect Location. Near Blue Mosque,241190433,Emre,,Fatih,41.0065,28.97166,Private room,479,2,1,2020-10-23,0.08,4,365,0,
32247877,Studio.Perfect Location. Near Blue Mosque,241190433,Emre,,Fatih,41.00553,28.97112,Entire home/apt,479,2,3,2021-07-24,0.24,4,365,1,
32248085,"Cityloft 36, Loft Suite/ Ataşehir",110769021,Cityloft,,Atasehir,40.97973,29.10831,Hotel room,320,1,21,2021-07-15,0.65,29,338,12,
32252642,Super nice 2 Bedrooms & balcony in cool location,83778,Stephanie,,Beyoglu,41.03062,28.98016,Entire home/apt,556,5,13,2020-10-04,0.47,1,86,3,
32267887,Sultanahmet Family house full sea view,51471538,Ahmet,,Fatih,41.00292,28.97019,Entire home/apt,1476,3,4,2019-08-17,0.13,17,261,0,
32269304,"Manzaralı, ferah, aydınlık",241914245,Derya,,Beyoglu,41.03476,28.97368,Private room,278,3,0,,,2,180,0,
32273552,Torium avm ve metrobüse 2 dakika yürüme meaafesi,242197960,Yener,,Esenyurt,41.00355,28.69197,Entire home/apt,949,4,1,2019-08-10,0.04,1,179,0,
32276490,Near to Sabiha Gökçen airport and in luxury site,153871497,Savaş,,Pendik,40.91768,29.29985,Shared room,350,1,5,2020-12-10,0.16,1,365,1,
32278454,Kadıköy Günlük ve Haftalık Oda,85851785,Kaan,,Kadikoy,40.99409,29.02899,Shared room,150,7,1,2019-08-23,0.04,2,90,0,
32283615,"1 Private Room, ONLY SHORT TERMS, in Beşiktaş",26954789,Bilge,,Besiktas,41.05444,29.0022,Private room,178,2,0,,,2,359,0,
32285508,Cozy Little Place in Istanbul,145223232,Marwa,,Esenyurt,41.05833,28.66887,Entire home/apt,374,2,15,2021-07-12,0.68,1,89,5,
32296548,BJK,216918611,Mert,,Besiktas,41.04386,29.00287,Entire home/apt,310,2,1,2019-04-07,0.03,1,89,0,
32297686,Fuga Hotel Constantinidis,242443878,Gökay,,Beyoglu,41.03589,28.98215,Private room,798,2,0,,,1,301,0,
32300739,"Uskudar, Ground Floor Apartman",242468350,Aytunc,,Uskudar,41.01185,29.08187,Private room,90,1,5,2021-09-01,0.16,1,0,3,
32303603,Deluxe Sea Palace,242492487,Nursen,,Maltepe,40.94484,29.10608,Entire home/apt,295,3,9,2020-10-16,0.28,1,78,3,
32304743,"Best location. Taksim, İstiklal. #2",79258465,Rutkay,,Beyoglu,41.03275,28.97949,Entire home/apt,575,3,46,2021-08-20,1.43,2,258,11,
32311413,A house located 2 mins to tramvay! -Saloon-,242289753,Cihan,,Fatih,41.01944,28.92965,Private room,223,1,0,,,1,180,0,
32320512,Private Room in Kadıköy,32082939,Zeynep,,Kadikoy,40.99783,29.04244,Private room,167,1,0,,,1,180,0,
32323978,Comfortable flat very close to Blue Mosque,55147843,Aydin,,Fatih,41.00534,28.96539,Entire home/apt,374,3,9,2019-04-14,0.28,4,305,0,
32326431,Full furnished Göksu Evleri Anadolu Hisarı Kavacık,214972205,Mujde,,Beykoz,41.07932,29.08491,Private room,150,1,5,2021-10-20,0.18,1,90,1,
32332678,A single room in Gayrettepe - Şişli,94771744,Bahaa,,Sisli,41.06134,29.00026,Private room,100,1,1,2019-12-08,0.04,1,343,0,
32332780,Cosy Studio in Kadıköy,128656719,Deniz,,Kadikoy,40.98869,29.03388,Entire home/apt,199,1,46,2019-06-11,1.47,9,131,25,
32345692,Central and LARGE1+1 FLAT in the heart of Istanbul,216066129,Ahmet,,Beyoglu,41.03894,28.98274,Entire home/apt,389,4,41,2020-12-01,1.29,7,0,3,
32345857,Bosphorus single Exp.,18185295,Taskin,,Sariyer,41.08877,29.05549,Private room,250,1,0,,,1,179,0,
32346375,Mirror of the Crimean Church Loft,101967068,Murat,,Beyoglu,41.02711,28.97779,Entire home/apt,1146,2,45,2021-09-18,1.46,8,335,9,
32346525,A PERFECT ROOM IN THE HEARTH OF THE CITY 201,242867910,Doğuş,,Beyoglu,41.02886,28.97319,Hotel room,475,1,52,2020-11-23,1.72,8,362,16,
32349896,Superior Suite on Istiklal Street with Balcony,219802227,Magnova Studios Hotel,,Beyoglu,41.034,28.97849,Entire home/apt,1842,1,0,,,3,163,0,
32355078,Karadeniz mah nadide parçası,242929178,Mustafa,,Gaziosmanpasa,41.08389,28.88144,Private room,209,2,0,,,1,364,0,
32359029,Beyoğlu Daire,100743847,Yunus,,Beyoglu,41.03706,28.97291,Private room,150,1,15,2019-09-26,0.46,1,27,1,
32369644,luxury 10+3 villa in istanbul with amazing view,213157136,Ghassan,,Buyukcekmece,41.04302,28.50736,Entire home/apt,12473,2,0,,,67,90,0,
32370473,beykoz villa with 2 pool and garden,213157136,Ghassan,,Beykoz,41.1311,29.09484,Entire home/apt,5517,5,0,,,67,365,0,
32373249,Great Location / Wonderful Bosphorus View,242038529,Serdar,,Besiktas,41.04728,28.99727,Entire home/apt,568,2,32,2021-08-29,1.02,1,360,12,
32373964,Duplex Room on Istiklal Street/private bathroom,120222263,Mr. CAS,,Beyoglu,41.03406,28.97929,Private room,2857,1,0,,,11,356,0,
32374063,Neat Oriental flat at the hip area of Kadikoy,12756893,Demir,,Kadikoy,40.9978,29.02821,Entire home/apt,692,2,16,2021-06-04,0.52,14,341,9,
32375281,Luxury 5 Stars Apartmen near SAW Airport.,243097903,Ahmet,,Sultanbeyli,40.98269,29.25727,Entire home/apt,250,7,11,2021-04-16,0.40,2,335,3,
32381749,Fancy&Central Flat in Cihangir,231770788,Cihan,,Beyoglu,41.03251,28.98058,Entire home/apt,330,2,66,2021-08-18,2.07,6,152,6,
32395824,Charming Terrace & Designed flat @Galata,8543072,Akif,,Beyoglu,41.0256,28.97434,Entire home/apt,838,4,22,2021-09-12,0.73,10,353,9,
32400916,Nice 3bedroom apartment in Istanbul with 2 bath,213157136,Ghassan,,Kagithane,41.08336,28.98703,Entire home/apt,1677,2,0,,,67,365,0,
32401153,Luxury 2 bedroom apartments near shopping mall,213157136,Ghassan,,Kagithane,41.08399,28.98537,Entire home/apt,958,2,0,,,67,180,0,
32405214,**BOSPHORUS PARADİSE** & Private Terrace! @GALATA,171287824,Roza & Chiko,,Beyoglu,41.02547,28.97406,Entire home/apt,1087,4,117,2021-08-08,3.84,7,343,33,
32406645,oda,239592683,Okan,,Beyoglu,41.03296,28.9879,Private room,150,5,2,2021-09-06,0.06,2,364,1,
32410920,my home,168345770,Ahmet,,Maltepe,40.93586,29.13493,Private room,335,2,0,,,1,365,0,
32411017,Above the clouds with sea view...,45964732,Filiz,,Beylikduzu,40.98982,28.6138,Entire home/apt,352,2,31,2021-07-10,1.14,6,359,22,
32414431,Old City Standart double room (2+3 pax ),243427507,Ramazan,,Fatih,41.00321,28.97128,Hotel room,586,1,0,,,6,365,0,
32416135,Cosy Urban Apartment at Cihangir,17113582,Rana&Cem,,Beyoglu,41.03454,28.98674,Entire home/apt,768,2,58,2021-07-18,1.82,3,317,16,
32417560,"Istanbul City House Room 8, Old Town Istanbul",165765800,Sinan,,Fatih,41.01506,28.9688,Entire home/apt,230,2,64,2020-03-02,1.99,5,22,11,
32428202,Home swet. Easy use. See sight. You lıke ıt here,243564902,Buda,,Bakirkoy,40.97619,28.8712,Private room,300,2,0,,,1,365,0,
32428724,Private Room with Breakfast Near Oldcity & Taksim,115778222,Ahmet,,Fatih,41.01058,28.95206,Private room,334,1,2,2019-07-09,0.08,2,291,0,
32433014,Cosy Room in heart of Besiktas,42218898,Senan,,Besiktas,41.04581,29.00283,Private room,221,3,1,2019-03-19,0.03,1,178,0,
32436297,"Near Lake,Full kitchen,public transportation,wifi.",239718437,Ali,,Kucukcekmece,40.99507,28.76679,Entire home/apt,374,3,39,2021-07-16,1.31,3,90,17,
32437487,Istanbuliote home,243648501,Melody,,Kadikoy,40.97163,29.08114,Private room,575,1,0,,,1,179,0,
32437748,212İstanbulFloor04,7588677,Erhan,,Beyoglu,41.03532,28.98221,Entire home/apt,300,1,55,2021-09-20,2.82,5,349,24,
32439996,DESİNG FLAT IN BEŞİKTAŞ CENTRAL,243622996,Ali,,Besiktas,41.04538,29.00478,Entire home/apt,2227,1,4,2019-03-19,0.12,1,153,0,
32452512,2Best place of town nisantası city cent tesvikiye,29568076,Antonio,,Sisli,41.04809,28.99248,Entire home/apt,371,1,78,2021-08-07,2.59,5,328,31,
32453285,3 luxury flat atiye str tesvikiye nisantası,29568076,Antonio,,Sisli,41.04973,28.99291,Entire home/apt,450,1,51,2021-09-22,1.62,5,337,10,
32454909,Private Courtyard Flat Next to the GermanConsulate,183337842,Kaan,,Beyoglu,41.03418,28.99061,Entire home/apt,495,4,94,2021-10-20,3.43,42,232,32,
32456634,"Sunny, central Apartmant  in Beyoglu-Cihangir",50546716,Ayşe,,Beyoglu,41.032696,28.982611,Entire home/apt,253,1,30,2021-08-30,20.93,5,133,13,
32456949,Deluxe Flat for Comfort - Near Galata Tower,243832588,Mert,,Beyoglu,41.02661,28.97428,Entire home/apt,374,2,47,2021-10-02,1.87,5,338,22,
32461750,Apartment at the Center of Kadikoy.,243494429,Kartal,,Kadikoy,40.98796,29.02816,Entire home/apt,281,3,39,2020-12-23,1.24,1,1,9,
32467316,astoria home,243915159,Necati,,Sisli,41.06765,29.00571,Private room,150,1,1,2020-03-08,0.05,1,90,0,
32469649,Cozy Room in Kadikoy Yeldegirmeni,209241838,Gözde,,Kadikoy,40.99583,29.02834,Private room,223,1,0,,,1,180,0,
32481157,Aslan Residence Taksim Apartments  2+1,227792101,Aslan Residence Beyoğlu,,Beyoglu,41.03318,28.98223,Entire home/apt,1084,1,35,2021-09-30,1.23,7,362,16,
32481471,Aslan Residence Taksim Apartments 1+1,227792101,Aslan Residence Beyoğlu,,Beyoglu,41.03392,28.98132,Entire home/apt,778,1,4,2020-10-24,1.40,7,304,1,
32482403,Aile için kiralık ev,73986665,Serhat,,Umraniye,41.012,29.09852,Entire home/apt,383,3,31,2020-11-14,1.01,1,326,5,
32483976,LOFT SEA VİEW (7),35131712,Alev,,Fatih,41.00413,28.97293,Private room,304,2,29,2021-07-16,1.14,6,303,14,
32484168,SMALL LOFT,35131712,Alev,,Fatih,41.00392,28.97353,Private room,247,2,4,2021-08-27,2.22,6,319,4,
32485366,Family Connected Suite -5PAX- Near to Sultanahmet,241190433,Emre,,Fatih,41.00537,28.97119,Entire home/apt,493,2,0,,,4,365,0,
32492426,Best view from old city,170040320,A Eren,,Fatih,41.02304,28.95578,Entire home/apt,390,4,1,2019-10-09,0.04,1,167,0,
32495913,PENDİK CİTY,244160002,Deha,,Pendik,40.88691,29.27909,Entire home/apt,2000,1,0,,,1,365,0,
32496343,My place provides easy access around Istanbul,244162107,Hazem,,Bagcilar,41.03079,28.84354,Private room,100,1,0,,,1,365,0,
32507863,"SPECIAL RENT A ROOM IN ISTANBUL (Daily, Weekly)",37392823,Hayrettin,,Beyoglu,41.0348,28.98052,Private room,330,1,2,2019-03-23,0.06,1,365,0,
32512558,1+1 Teraslı Daire,216701786,Vba Suiten,,Kagithane,41.08472,28.98639,Hotel room,501,1,0,,,5,365,0,
32512771,Beşiktaş garden terrace,26430416,Mehmet,,Besiktas,41.04461,29.00945,Private room,320,2,0,,,2,365,0,
32517632,1+1 Daire Teşvikiye Nişantaşına 5 dk uzaklıkta,50985311,Golden Horn,,Sisli,41.05444,28.99582,Entire home/apt,757,2,0,,,22,180,0,
32540093,Dumankaya Modern Vadi ( İSTANBUL ),217589150,Sefa,,Esenyurt,41.06756,28.66474,Shared room,90,1,1,2019-03-27,0.03,1,339,0,
32560430,accommodation in istanbul beyoglu,181429058,Ali,,Beyoglu,41.03623,28.97907,Private room,125,1,1,2019-03-03,0.03,1,86,0,
32563187,City Center Beşiktaş Çarşı near Taksim.,244694091,Ezgi,,Besiktas,41.04534,29.00056,Shared room,240,1,1,2019-03-05,0.03,1,177,0,
32563297,Cosy & Luxary Flat in the heart of Anatolian Side,244708495,Canan,,Atasehir,40.99541,29.09867,Entire home/apt,219,7,32,2020-09-27,1.00,1,305,12,
32570539,Alrazi hotel Florya istanbul,3920907,Abdullah,,Kucukcekmece,40.99117,28.79643,Private room,400,1,4,2020-07-19,0.54,3,365,2,
32570942,Schönes Zimmer direkt am Taksim Pürtelaş sok 65,200731886,Yasar,,Beyoglu,41.03338,28.98675,Private room,244,1,15,2019-06-05,0.46,1,66,1,
32584317,Spacious room \ females only,242205237,Dilan,,Atasehir,40.97459,29.1092,Private room,80,1,0,,,1,178,0,
32592222,1+1 Amerikan hastanesi 3 dk citys 5dk yürüme,50985311,Golden Horn,,Sisli,41.05458,28.99638,Entire home/apt,768,2,1,2019-08-10,0.04,22,180,0,
32595468,Two bedroom Apartment in Istanbul near BlueMosque,159614562,Yousaf,,Fatih,41.00763,28.9557,Entire home/apt,500,1,0,,,1,365,0,
